X,CH1,CH2,
Second,Volt,Volt,
1.21300e-04,4.80e+00,4.00e-01,
1.21400e-04,4.80e+00,4.00e-01,
1.21500e-04,4.60e+00,4.00e-01,
1.21600e-04,4.60e+00,4.00e-01,
1.21700e-04,4.60e+00,4.00e-01,
1.21800e-04,4.80e+00,4.00e-01,
1.21900e-04,4.80e+00,4.00e-01,
1.22000e-04,5.00e+00,2.80e+00,
1.22100e-04,5.00e+00,5.20e+00,
1.22200e-04,5.00e+00,5.20e+00,
1.22300e-04,4.80e+00,5.20e+00,
1.22400e-04,4.80e+00,5.20e+00,
1.22500e-04,4.80e+00,5.20e+00,
1.22600e-04,4.80e+00,5.20e+00,
1.22700e-04,4.80e+00,5.00e+00,
1.22800e-04,4.80e+00,5.20e+00,
1.22900e-04,4.80e+00,5.20e+00,
1.23000e-04,4.80e+00,5.20e+00,
1.23100e-04,4.80e+00,5.20e+00,
1.23200e-04,4.80e+00,5.20e+00,
1.23300e-04,4.80e+00,5.00e+00,
1.23400e-04,4.80e+00,5.00e+00,
1.23500e-04,4.80e+00,5.00e+00,
1.23600e-04,4.80e+00,2.60e+00,
1.23700e-04,4.80e+00,2.00e-01,
1.23800e-04,2.40e+00,2.00e-01,
1.23900e-04,-2.00e-01,2.00e-01,
1.24000e-04,0.00e+00,2.00e-01,
1.24100e-04,2.00e-01,2.00e-01,
1.24200e-04,2.00e-01,4.00e-01,
1.24300e-04,2.00e-01,4.00e-01,
1.24400e-04,2.00e-01,4.00e-01,
1.24500e-04,2.00e-01,2.00e-01,
1.24600e-04,2.00e-01,2.00e-01,
1.24700e-04,2.00e-01,2.00e-01,
1.24800e-04,2.00e-01,2.00e-01,
1.24900e-04,2.00e-01,2.00e-01,
1.25000e-04,2.00e-01,2.00e-01,
1.25100e-04,2.00e-01,2.00e-01,
1.25200e-04,2.00e-01,2.00e-01,
1.25300e-04,2.00e-01,2.00e-01,
1.25400e-04,2.00e-01,4.00e-01,
1.25500e-04,2.00e-01,4.00e-01,
1.25600e-04,2.00e-01,4.00e-01,
1.25700e-04,2.00e-01,4.00e-01,
1.25800e-04,2.00e-01,4.00e-01,
1.25900e-04,2.00e-01,2.00e-01,
1.26000e-04,2.00e-01,2.00e-01,
1.26100e-04,2.00e-01,2.00e-01,
1.26200e-04,2.00e-01,4.00e-01,
1.26300e-04,2.00e-01,4.00e-01,
1.26400e-04,2.00e-01,4.00e-01,
1.26500e-04,2.00e-01,4.00e-01,
1.26600e-04,2.00e-01,4.00e-01,
1.26700e-04,2.00e-01,2.00e-01,
1.26800e-04,2.00e-01,4.00e-01,
1.26900e-04,2.00e-01,4.00e-01,
1.27000e-04,2.00e-01,4.00e-01,
1.27100e-04,2.00e-01,4.00e-01,
1.27200e-04,2.00e-01,4.00e-01,
1.27300e-04,2.00e-01,4.00e-01,
1.27400e-04,2.00e-01,4.00e-01,
1.27500e-04,2.00e-01,4.00e-01,
1.27600e-04,2.00e-01,4.00e-01,
1.27700e-04,0.00e+00,4.00e-01,
1.27800e-04,2.00e-01,2.80e+00,
1.27900e-04,2.00e-01,5.20e+00,
1.28000e-04,2.00e-01,5.20e+00,
1.28100e-04,2.00e-01,5.20e+00,
1.28200e-04,2.00e-01,5.20e+00,
1.28300e-04,2.00e-01,5.20e+00,
1.28400e-04,2.00e-01,5.20e+00,
1.28500e-04,2.00e-01,5.00e+00,
1.28600e-04,2.00e-01,5.00e+00,
1.28700e-04,2.00e-01,5.00e+00,
1.28800e-04,2.00e-01,5.00e+00,
1.28900e-04,2.00e-01,5.00e+00,
1.29000e-04,2.00e-01,5.00e+00,
1.29100e-04,2.00e-01,5.00e+00,
1.29200e-04,2.00e-01,5.00e+00,
1.29300e-04,2.00e-01,5.00e+00,
1.29400e-04,2.00e-01,5.00e+00,
1.29500e-04,2.00e-01,5.00e+00,
1.29600e-04,2.00e-01,5.00e+00,
1.29700e-04,2.00e-01,5.00e+00,
1.29800e-04,2.00e-01,5.00e+00,
1.29900e-04,2.00e-01,5.00e+00,
1.30000e-04,2.00e-01,5.00e+00,
1.30100e-04,2.00e-01,5.00e+00,
1.30200e-04,2.00e-01,5.00e+00,
1.30300e-04,2.00e-01,5.00e+00,
1.30400e-04,2.00e-01,5.00e+00,
1.30500e-04,2.00e-01,5.00e+00,
1.30600e-04,2.00e-01,5.00e+00,
1.30700e-04,2.00e-01,5.00e+00,
1.30800e-04,2.00e-01,5.00e+00,
1.30900e-04,2.00e-01,4.80e+00,
1.31000e-04,2.00e-01,3.20e+00,
1.31100e-04,2.00e-01,1.60e+00,
