X,CH1,CH2,
Second,Volt,Volt,
-2.90600e-04,-2.00e-01,4.88e+00,
-2.88600e-04,0.00e+00,5.20e+00,
-2.86600e-04,-2.00e-01,5.04e+00,
-2.84600e-04,2.00e-01,7.99e-02,
-2.82600e-04,-2.00e-01,4.00e-01,
-2.80600e-04,0.00e+00,-7.99e-02,
-2.78600e-04,-2.00e-01,2.40e-01,
-2.76600e-04,4.80e+00,5.04e+00,
-2.74600e-04,4.60e+00,4.88e+00,
-2.72600e-04,-2.00e-01,5.12e+00,
-2.70600e-04,-2.00e-01,4.96e+00,
-2.68600e-04,2.00e-01,1.60e-01,
-2.66600e-04,2.00e-01,2.40e-01,
-2.64600e-04,-2.00e-01,7.99e-02,
-2.62600e-04,-2.00e-01,4.88e+00,
-2.60600e-04,0.00e+00,5.28e+00,
-2.58600e-04,-2.00e-01,5.04e+00,
-2.56600e-04,2.00e-01,1.60e-01,
-2.54600e-04,-2.00e-01,2.40e-01,
-2.52600e-04,0.00e+00,1.60e-01,
-2.50600e-04,-6.00e-01,2.40e-01,
-2.48600e-04,2.00e-01,5.12e+00,
-2.46600e-04,-2.00e-01,4.88e+00,
-2.44600e-04,2.00e-01,5.12e+00,
-2.42600e-04,0.00e+00,4.96e+00,
-2.40600e-04,-2.00e-01,-7.99e-02,
-2.38600e-04,-2.00e-01,-6.40e-01,
-2.36600e-04,4.60e+00,5.28e+00,
-2.34600e-04,-2.00e-01,4.88e+00,
-2.32600e-04,2.00e-01,5.04e+00,
-2.30600e-04,-2.00e-01,5.04e+00,
-2.28600e-04,2.00e-01,1.60e-01,
-2.26600e-04,-2.00e-01,1.60e-01,
-2.24600e-04,4.60e+00,4.80e-01,
-2.22600e-04,4.60e+00,2.40e-01,
-2.20600e-04,-4.00e-01,5.28e+00,
